vm_id,cluster_id,host_id
vm_00776,cluster_00006,host_00101
vm_00777,cluster_00013,host_00208
vm_00778,cluster_00017,host_00279
vm_00779,cluster_00004,host_00064
vm_00780,cluster_00016,host_00267
vm_00781,cluster_00016,host_00262
vm_00782,cluster_00005,host_00083
vm_00783,cluster_00002,host_00045
vm_00784,cluster_00017,host_00287
vm_00785,cluster_00001,host_00017
vm_00786,cluster_00014,host_00239
vm_00787,cluster_00015,host_00246
vm_00788,cluster_00015,host_00240
vm_00789,cluster_00002,host_00046
vm_00790,cluster_00006,host_00107
vm_00791,cluster_00013,host_00223
vm_00792,cluster_00013,host_00213
vm_00793,cluster_00000,host_00012
vm_00794,cluster_00002,host_00045
vm_00795,cluster_00000,host_00004
vm_00796,cluster_00015,host_00243
vm_00797,cluster_00005,host_00084
vm_00798,cluster_00012,host_00196
vm_00799,cluster_00012,host_00205
vm_00800,cluster_00011,host_00189
vm_00801,cluster_00002,host_00045
vm_00802,cluster_00007,host_00120
vm_00803,cluster_00015,host_00242
vm_00804,cluster_00004,host_00077
vm_00805,cluster_00010,host_00160
vm_00806,cluster_00006,host_00103
vm_00807,cluster_00015,host_00240
vm_00808,cluster_00015,host_00240
vm_00809,cluster_00019,host_00314
vm_00810,cluster_00002,host_00043
vm_00811,cluster_00007,host_00118
vm_00812,cluster_00002,host_00033
vm_00813,cluster_00013,host_00214
vm_00814,cluster_00017,host_00284
vm_00815,cluster_00008,host_00140
vm_00816,cluster_00004,host_00076
vm_00817,cluster_00009,host_00148
vm_00818,cluster_00006,host_00107
vm_00819,cluster_00007,host_00127
vm_00820,cluster_00008,host_00130
vm_00821,cluster_00013,host_00214
vm_00822,cluster_00006,host_00104
vm_00823,cluster_00001,host_00022
vm_00824,cluster_00009,host_00156
vm_00825,cluster_00002,host_00035
vm_00826,cluster_00003,host_00060
vm_00827,cluster_00010,host_00171
vm_00828,cluster_00006,host_00104
vm_00829,cluster_00004,host_00064
vm_00830,cluster_00013,host_00210
vm_00831,cluster_00018,host_00303
vm_00832,cluster_00014,host_00231
vm_00833,cluster_00019,host_00319
vm_00834,cluster_00003,host_00059
vm_00835,cluster_00017,host_00283
vm_00836,cluster_00013,host_00223
vm_00837,cluster_00017,host_00277
vm_00838,cluster_00014,host_00225
vm_00839,cluster_00000,host_00011
vm_00840,cluster_00009,host_00153
vm_00841,cluster_00008,host_00141
vm_00842,cluster_00019,host_00314
vm_00843,cluster_00017,host_00280
vm_00844,cluster_00012,host_00194
vm_00845,cluster_00006,host_00108
vm_00846,cluster_00000,host_00010
vm_00847,cluster_00013,host_00218
vm_00848,cluster_00007,host_00122
vm_00849,cluster_00014,host_00238
vm_00850,cluster_00006,host_00106
vm_00851,cluster_00006,host_00100
vm_00852,cluster_00010,host_00171
vm_00853,cluster_00013,host_00220
vm_00854,cluster_00018,host_00298
vm_00855,cluster_00002,host_00041
vm_00856,cluster_00018,host_00295
vm_00857,cluster_00010,host_00160
vm_00858,cluster_00019,host_00304
vm_00859,cluster_00019,host_00312
vm_00860,cluster_00016,host_00256
vm_00861,cluster_00003,host_00054
vm_00862,cluster_00015,host_00242
vm_00863,cluster_00001,host_00022
vm_00864,cluster_00004,host_00067
vm_00865,cluster_00014,host_00224
vm_00866,cluster_00010,host_00168
vm_00867,cluster_00018,host_00299
vm_00868,cluster_00001,host_00026
vm_00869,cluster_00006,host_00104
vm_00870,cluster_00000,host_00009
vm_00871,cluster_00004,host_00069
vm_00872,cluster_00019,host_00305
vm_00873,cluster_00006,host_00111
vm_00874,cluster_00013,host_00211
vm_00875,cluster_00003,host_00058
vm_00876,cluster_00012,host_00206
vm_00877,cluster_00006,host_00100
vm_00878,cluster_00014,host_00234
vm_00879,cluster_00007,host_00123
vm_00880,cluster_00011,host_00190
vm_00881,cluster_00017,host_00280
vm_00882,cluster_00001,host_00025
vm_00883,cluster_00000,host_00006
vm_00884,cluster_00014,host_00234
vm_00885,cluster_00000,host_00002
vm_00886,cluster_00002,host_00038
vm_00887,cluster_00012,host_00202
vm_00888,cluster_00006,host_00098
vm_00889,cluster_00000,host_00007
vm_00890,cluster_00015,host_00246
vm_00891,cluster_00004,host_00077
vm_00892,cluster_00016,host_00266
vm_00893,cluster_00009,host_00150
vm_00894,cluster_00018,host_00288
vm_00895,cluster_00000,host_00003
vm_00896,cluster_00008,host_00136
vm_00897,cluster_00011,host_00179
vm_00898,cluster_00005,host_00080
vm_00899,cluster_00003,host_00061
vm_00900,cluster_00011,host_00179
vm_00901,cluster_00001,host_00018
vm_00902,cluster_00014,host_00228
vm_00903,cluster_00012,host_00205
vm_00904,cluster_00000,host_00013
vm_00905,cluster_00019,host_00318
vm_00906,cluster_00000,host_00010
vm_00907,cluster_00007,host_00117
vm_00908,cluster_00003,host_00063
vm_00909,cluster_00015,host_00240
vm_00910,cluster_00010,host_00174
vm_00911,cluster_00012,host_00202
vm_00912,cluster_00014,host_00226
vm_00913,cluster_00008,host_00135
vm_00914,cluster_00016,host_00264
vm_00915,cluster_00004,host_00079
vm_00916,cluster_00001,host_00018
vm_00917,cluster_00004,host_00072
vm_00918,cluster_00011,host_00185
vm_00919,cluster_00005,host_00091
vm_00920,cluster_00007,host_00123
vm_00921,cluster_00004,host_00076
vm_00922,cluster_00010,host_00169
vm_00923,cluster_00018,host_00292
vm_00924,cluster_00006,host_00102
vm_00925,cluster_00007,host_00124
vm_00926,cluster_00006,host_00096
vm_00927,cluster_00016,host_00259
vm_00928,cluster_00011,host_00179
vm_00929,cluster_00014,host_00239
vm_00930,cluster_00012,host_00204
vm_00931,cluster_00008,host_00130
vm_00932,cluster_00015,host_00253
vm_00933,cluster_00012,host_00195
vm_00934,cluster_00004,host_00069
vm_00935,cluster_00013,host_00214
vm_00936,cluster_00007,host_00120
vm_00937,cluster_00006,host_00104
vm_00938,cluster_00013,host_00213
vm_00939,cluster_00009,host_00149
vm_00940,cluster_00008,host_00138
vm_00941,cluster_00018,host_00299
vm_00942,cluster_00015,host_00246
vm_00943,cluster_00015,host_00243
vm_00944,cluster_00003,host_00054
vm_00945,cluster_00008,host_00137
vm_00946,cluster_00016,host_00259
vm_00947,cluster_00017,host_00276
vm_00948,cluster_00018,host_00301
vm_00949,cluster_00014,host_00224
vm_00950,cluster_00016,host_00258
vm_00951,cluster_00002,host_00037
vm_00952,cluster_00019,host_00319
vm_00953,cluster_00011,host_00186
vm_00954,cluster_00004,host_00079
vm_00955,cluster_00017,host_00285
vm_00956,cluster_00009,host_00151
vm_00957,cluster_00007,host_00124
vm_00958,cluster_00013,host_00215
vm_00959,cluster_00005,host_00081
vm_00960,cluster_00007,host_00127
vm_00961,cluster_00013,host_00218
vm_00962,cluster_00008,host_00134
vm_00963,cluster_00004,host_00065
vm_00964,cluster_00014,host_00235
vm_00965,cluster_00011,host_00191
vm_00966,cluster_00004,host_00078
vm_00967,cluster_00007,host_00118
vm_00968,cluster_00011,host_00188
vm_00969,cluster_00018,host_00296
vm_00970,cluster_00012,host_00201
vm_00971,cluster_00013,host_00208
vm_00972,cluster_00013,host_00214
vm_00973,cluster_00016,host_00270
vm_00974,cluster_00012,host_00205
vm_00975,cluster_00005,host_00094
vm_00976,cluster_00010,host_00160
vm_00977,cluster_00018,host_00297
vm_00978,cluster_00019,host_00313
vm_00979,cluster_00018,host_00294
vm_00980,cluster_00018,host_00295
vm_00981,cluster_00000,host_00010
vm_00982,cluster_00009,host_00146
vm_00983,cluster_00005,host_00082
vm_00984,cluster_00000,host_00010
vm_00985,cluster_00007,host_00118
vm_00986,cluster_00009,host_00145
vm_00987,cluster_00019,host_00314
vm_00988,cluster_00009,host_00145
vm_00989,cluster_00003,host_00058
vm_00990,cluster_00010,host_00175
vm_00991,cluster_00014,host_00236
vm_00992,cluster_00005,host_00086
vm_00993,cluster_00000,host_00006
vm_00994,cluster_00001,host_00017
vm_00995,cluster_00000,host_00003
vm_00996,cluster_00002,host_00043
vm_00997,cluster_00002,host_00036
vm_00998,cluster_00002,host_00037
vm_00999,cluster_00002,host_00033
vm_01000,cluster_00007,host_00117
vm_01001,cluster_00016,host_00266
vm_01002,cluster_00010,host_00171
vm_01003,cluster_00009,host_00152
vm_01004,cluster_00002,host_00043
vm_01005,cluster_00017,host_00285
vm_01006,cluster_00005,host_00095
vm_01007,cluster_00015,host_00246
vm_01008,cluster_00013,host_00209
vm_01009,cluster_00019,host_00313
vm_01010,cluster_00012,host_00202
vm_01011,cluster_00005,host_00088
vm_01012,cluster_00001,host_00017
vm_01013,cluster_00012,host_00194
vm_01014,cluster_00009,host_00157
vm_01015,cluster_00010,host_00170
vm_01016,cluster_00005,host_00092
vm_01017,cluster_00013,host_00222
vm_01018,cluster_00005,host_00081
vm_01019,cluster_00018,host_00301
vm_01020,cluster_00009,host_00156
vm_01021,cluster_00009,host_00159
vm_01022,cluster_00007,host_00117
vm_01023,cluster_00014,host_00236
vm_01024,cluster_00009,host_00152
vm_01025,cluster_00009,host_00146
vm_01026,cluster_00013,host_00223
vm_01027,cluster_00013,host_00217
vm_01028,cluster_00019,host_00317
vm_01029,cluster_00017,host_00275
vm_01030,cluster_00016,host_00270
vm_01031,cluster_00004,host_00069
vm_01032,cluster_00009,host_00149
vm_01033,cluster_00015,host_00240
vm_01034,cluster_00018,host_00302
vm_01035,cluster_00016,host_00259
vm_01036,cluster_00003,host_00053
vm_01037,cluster_00006,host_00106
vm_01038,cluster_00003,host_00055
vm_01039,cluster_00003,host_00051
vm_01040,cluster_00006,host_00096
vm_01041,cluster_00017,host_00285
vm_01042,cluster_00017,host_00287
vm_01043,cluster_00013,host_00216
vm_01044,cluster_00007,host_00121
vm_01045,cluster_00018,host_00289
vm_01046,cluster_00009,host_00148
vm_01047,cluster_00009,host_00158
vm_01048,cluster_00013,host_00213
vm_01049,cluster_00012,host_00192
vm_01050,cluster_00004,host_00064
vm_01051,cluster_00011,host_00191
vm_01052,cluster_00006,host_00096
vm_01053,cluster_00019,host_00308
vm_01054,cluster_00010,host_00167
vm_01055,cluster_00004,host_00076
vm_01056,cluster_00019,host_00316
vm_01057,cluster_00002,host_00038
vm_01058,cluster_00003,host_00058
vm_01059,cluster_00011,host_00184
vm_01060,cluster_00001,host_00016
vm_01061,cluster_00011,host_00180
vm_01062,cluster_00004,host_00076
vm_01063,cluster_00019,host_00308
vm_01064,cluster_00000,host_00015
vm_01065,cluster_00017,host_00275
vm_01066,cluster_00012,host_00197
vm_01067,cluster_00008,host_00141
vm_01068,cluster_00011,host_00178
vm_01069,cluster_00007,host_00116
vm_01070,cluster_00010,host_00170
vm_01071,cluster_00007,host_00125
vm_01072,cluster_00017,host_00284
vm_01073,cluster_00016,host_00263
vm_01074,cluster_00013,host_00222
vm_01075,cluster_00003,host_00050
vm_01076,cluster_00004,host_00070
vm_01077,cluster_00003,host_00058
vm_01078,cluster_00004,host_00064
vm_01079,cluster_00006,host_00103
vm_01080,cluster_00004,host_00077
vm_01081,cluster_00006,host_00109
vm_01082,cluster_00015,host_00252
vm_01083,cluster_00002,host_00033
vm_01084,cluster_00000,host_00005
vm_01085,cluster_00004,host_00064
vm_01086,cluster_00003,host_00052
vm_01087,cluster_00008,host_00143
vm_01088,cluster_00015,host_00250
vm_01089,cluster_00006,host_00109
vm_01090,cluster_00015,host_00242
vm_01091,cluster_00006,host_00099
vm_01092,cluster_00015,host_00249
vm_01093,cluster_00015,host_00245
vm_01094,cluster_00017,host_00272
vm_01095,cluster_00014,host_00227
vm_01096,cluster_00019,host_00310
vm_01097,cluster_00013,host_00218
vm_01098,cluster_00013,host_00211
vm_01099,cluster_00002,host_00042
vm_01100,cluster_00013,host_00217
vm_01101,cluster_00004,host_00070
vm_01102,cluster_00011,host_00187
vm_01103,cluster_00011,host_00186
vm_01104,cluster_00011,host_00185
vm_01105,cluster_00016,host_00271
vm_01106,cluster_00006,host_00097
vm_01107,cluster_00017,host_00287
vm_01108,cluster_00015,host_00251
vm_01109,cluster_00014,host_00226
vm_01110,cluster_00000,host_00001
vm_01111,cluster_00015,host_00249
vm_01112,cluster_00011,host_00178
vm_01113,cluster_00011,host_00184
vm_01114,cluster_00003,host_00053
vm_01115,cluster_00000,host_00002
vm_01116,cluster_00005,host_00090
vm_01117,cluster_00016,host_00256
vm_01118,cluster_00005,host_00089
vm_01119,cluster_00014,host_00234
vm_01120,cluster_00014,host_00224
vm_01121,cluster_00019,host_00308
vm_01122,cluster_00007,host_00113
vm_01123,cluster_00007,host_00114
vm_01124,cluster_00002,host_00035
vm_01125,cluster_00011,host_00188
vm_01126,cluster_00016,host_00269
vm_01127,cluster_00006,host_00111
vm_01128,cluster_00013,host_00216
vm_01129,cluster_00004,host_00069
vm_01130,cluster_00014,host_00226
vm_01131,cluster_00009,host_00156
vm_01132,cluster_00013,host_00215
vm_01133,cluster_00004,host_00071
vm_01134,cluster_00008,host_00134
vm_01135,cluster_00005,host_00085
vm_01136,cluster_00013,host_00212
vm_01137,cluster_00011,host_00176
vm_01138,cluster_00008,host_00136
vm_01139,cluster_00001,host_00018
vm_01140,cluster_00011,host_00184
vm_01141,cluster_00006,host_00103
vm_01142,cluster_00005,host_00090
vm_01143,cluster_00008,host_00131
vm_01144,cluster_00014,host_00236
vm_01145,cluster_00016,host_00266
vm_01146,cluster_00000,host_00001
vm_01147,cluster_00009,host_00153
vm_01148,cluster_00016,host_00270
vm_01149,cluster_00001,host_00018
vm_01150,cluster_00018,host_00297
vm_01151,cluster_00010,host_00168
vm_01152,cluster_00005,host_00084
vm_01153,cluster_00009,host_00147
vm_01154,cluster_00006,host_00099
vm_01155,cluster_00002,host_00035
vm_01156,cluster_00019,host_00310
vm_01157,cluster_00006,host_00110
vm_01158,cluster_00006,host_00107
vm_01159,cluster_00008,host_00133
vm_01160,cluster_00001,host_00030
vm_01161,cluster_00014,host_00233
vm_01162,cluster_00012,host_00196
vm_01163,cluster_00000,host_00001
vm_01164,cluster_00010,host_00175
vm_01165,cluster_00007,host_00124
vm_01166,cluster_00014,host_00230
vm_01167,cluster_00006,host_00097
vm_01168,cluster_00002,host_00045
vm_01169,cluster_00019,host_00310
vm_01170,cluster_00005,host_00088
vm_01171,cluster_00001,host_00028
vm_01172,cluster_00001,host_00023
vm_01173,cluster_00011,host_00180
vm_01174,cluster_00003,host_00056
vm_01175,cluster_00008,host_00128
vm_01176,cluster_00017,host_00280
vm_01177,cluster_00004,host_00077
vm_01178,cluster_00002,host_00038
vm_01179,cluster_00015,host_00243
vm_01180,cluster_00015,host_00241
vm_01181,cluster_00006,host_00101
vm_01182,cluster_00016,host_00266
vm_01183,cluster_00009,host_00145
vm_01184,cluster_00008,host_00142
vm_01185,cluster_00008,host_00133
vm_01186,cluster_00006,host_00099
vm_01187,cluster_00016,host_00268
vm_01188,cluster_00014,host_00236
vm_01189,cluster_00009,host_00146
vm_01190,cluster_00014,host_00234
vm_01191,cluster_00019,host_00304
vm_01192,cluster_00019,host_00310
vm_01193,cluster_00011,host_00188
vm_01194,cluster_00014,host_00225
vm_01195,cluster_00002,host_00035
vm_01196,cluster_00015,host_00250
vm_01197,cluster_00000,host_00009
vm_01198,cluster_00012,host_00203
vm_01199,cluster_00015,host_00247
vm_01200,cluster_00013,host_00215
vm_01201,cluster_00015,host_00250
vm_01202,cluster_00014,host_00236
vm_01203,cluster_00018,host_00298
vm_01204,cluster_00009,host_00155
vm_01205,cluster_00016,host_00267
vm_01206,cluster_00008,host_00140
vm_01207,cluster_00003,host_00057
vm_01208,cluster_00008,host_00139
vm_01209,cluster_00014,host_00239
vm_01210,cluster_00011,host_00181
vm_01211,cluster_00010,host_00167
vm_01212,cluster_00006,host_00100
vm_01213,cluster_00015,host_00253
vm_01214,cluster_00000,host_00001
vm_01215,cluster_00018,host_00298
vm_01216,cluster_00003,host_00048
vm_01217,cluster_00007,host_00127
vm_01218,cluster_00004,host_00078
vm_01219,cluster_00001,host_00022
vm_01220,cluster_00016,host_00266
vm_01221,cluster_00000,host_00008
vm_01222,cluster_00000,host_00010
vm_01223,cluster_00013,host_00216
vm_01224,cluster_00004,host_00067
vm_01225,cluster_00010,host_00162
vm_01226,cluster_00008,host_00137
vm_01227,cluster_00014,host_00230
vm_01228,cluster_00004,host_00065
vm_01229,cluster_00006,host_00102
vm_01230,cluster_00009,host_00145
vm_01231,cluster_00018,host_00299
vm_01232,cluster_00008,host_00129
vm_01233,cluster_00019,host_00317
vm_01234,cluster_00007,host_00119
vm_01235,cluster_00000,host_00010
vm_01236,cluster_00004,host_00068
vm_01237,cluster_00004,host_00075
vm_01238,cluster_00007,host_00116
vm_01239,cluster_00003,host_00061
vm_01240,cluster_00008,host_00137
vm_01241,cluster_00011,host_00176
vm_01242,cluster_00010,host_00161
vm_01243,cluster_00008,host_00135
vm_01244,cluster_00013,host_00212
vm_01245,cluster_00003,host_00063
vm_01246,cluster_00015,host_00241
vm_01247,cluster_00019,host_00305
vm_01248,cluster_00008,host_00134
vm_01249,cluster_00015,host_00248
vm_01250,cluster_00012,host_00202
vm_01251,cluster_00000,host_00009
vm_01252,cluster_00019,host_00308
vm_01253,cluster_00015,host_00254
vm_01254,cluster_00012,host_00204
vm_01255,cluster_00007,host_00126
vm_01256,cluster_00002,host_00043
vm_01257,cluster_00015,host_00242
vm_01258,cluster_00019,host_00311
vm_01259,cluster_00015,host_00244
vm_01260,cluster_00003,host_00054
vm_01261,cluster_00015,host_00255
vm_01262,cluster_00010,host_00175
vm_01263,cluster_00010,host_00173
vm_01264,cluster_00006,host_00105
vm_01265,cluster_00019,host_00318
vm_01266,cluster_00011,host_00191
vm_01267,cluster_00014,host_00236
vm_01268,cluster_00011,host_00190
vm_01269,cluster_00008,host_00140
vm_01270,cluster_00018,host_00295
vm_01271,cluster_00013,host_00212
vm_01272,cluster_00008,host_00132
vm_01273,cluster_00016,host_00258
vm_01274,cluster_00001,host_00017
vm_01275,cluster_00014,host_00230
vm_01276,cluster_00008,host_00135
vm_01277,cluster_00005,host_00094
vm_01278,cluster_00009,host_00147
vm_01279,cluster_00010,host_00174
vm_01280,cluster_00005,host_00089
vm_01281,cluster_00018,host_00298
vm_01282,cluster_00017,host_00286
vm_01283,cluster_00014,host_00229
vm_01284,cluster_00013,host_00223
vm_01285,cluster_00001,host_00031
vm_01286,cluster_00009,host_00148
vm_01287,cluster_00000,host_00000
vm_01288,cluster_00008,host_00132
vm_01289,cluster_00005,host_00085
vm_01290,cluster_00009,host_00149
vm_01291,cluster_00010,host_00162
vm_01292,cluster_00011,host_00186
vm_01293,cluster_00015,host_00252
vm_01294,cluster_00007,host_00124
vm_01295,cluster_00004,host_00065
vm_01296,cluster_00000,host_00010
vm_01297,cluster_00012,host_00204
vm_01298,cluster_00016,host_00268
vm_01299,cluster_00010,host_00170
vm_01300,cluster_00003,host_00059
vm_01301,cluster_00019,host_00310
vm_01302,cluster_00009,host_00150
vm_01303,cluster_00013,host_00215
vm_01304,cluster_00013,host_00219
vm_01305,cluster_00010,host_00173
vm_01306,cluster_00010,host_00165
vm_01307,cluster_00009,host_00151
vm_01308,cluster_00006,host_00096
vm_01309,cluster_00017,host_00279
vm_01310,cluster_00012,host_00197
vm_01311,cluster_00013,host_00221
vm_01312,cluster_00010,host_00169
vm_01313,cluster_00008,host_00142
vm_01314,cluster_00016,host_00269
vm_01315,cluster_00001,host_00016
vm_01316,cluster_00013,host_00219
vm_01317,cluster_00017,host_00287
vm_01318,cluster_00018,host_00296
vm_01319,cluster_00015,host_00249
vm_01320,cluster_00005,host_00089
vm_01321,cluster_00011,host_00189
vm_01322,cluster_00005,host_00082
vm_01323,cluster_00009,host_00153
vm_01324,cluster_00004,host_00066
vm_01325,cluster_00006,host_00103
vm_01326,cluster_00014,host_00224
vm_01327,cluster_00016,host_00257
vm_01328,cluster_00016,host_00259
vm_01329,cluster_00015,host_00248
vm_01330,cluster_00001,host_00022
vm_01331,cluster_00017,host_00284
vm_01332,cluster_00004,host_00067
vm_01333,cluster_00002,host_00042
vm_01334,cluster_00017,host_00274
vm_01335,cluster_00017,host_00285
vm_01336,cluster_00010,host_00164
vm_01337,cluster_00015,host_00250
vm_01338,cluster_00017,host_00279
vm_01339,cluster_00004,host_00064
vm_01340,cluster_00004,host_00077
vm_01341,cluster_00004,host_00077
vm_01342,cluster_00015,host_00240
vm_01343,cluster_00002,host_00036
vm_01344,cluster_00002,host_00042
vm_01345,cluster_00004,host_00078
vm_01346,cluster_00016,host_00271
vm_01347,cluster_00004,host_00066
vm_01348,cluster_00019,host_00318
vm_01349,cluster_00001,host_00023
vm_01350,cluster_00004,host_00071
vm_01351,cluster_00008,host_00135
vm_01352,cluster_00003,host_00063
vm_01353,cluster_00004,host_00064
vm_01354,cluster_00016,host_00265
vm_01355,cluster_00014,host_00236
vm_01356,cluster_00018,host_00296
vm_01357,cluster_00016,host_00256
vm_01358,cluster_00004,host_00078
vm_01359,cluster_00010,host_00165
vm_01360,cluster_00012,host_00194
vm_01361,cluster_00016,host_00262
vm_01362,cluster_00008,host_00136
vm_01363,cluster_00012,host_00205
vm_01364,cluster_00001,host_00031
vm_01365,cluster_00013,host_00221
vm_01366,cluster_00018,host_00299
vm_01367,cluster_00003,host_00053
vm_01368,cluster_00000,host_00015
vm_01369,cluster_00019,host_00313
vm_01370,cluster_00003,host_00051
vm_01371,cluster_00013,host_00210
vm_01372,cluster_00017,host_00277
vm_01373,cluster_00016,host_00258
vm_01374,cluster_00003,host_00061
vm_01375,cluster_00004,host_00074
vm_01376,cluster_00013,host_00208
vm_01377,cluster_00010,host_00169
vm_01378,cluster_00003,host_00052
vm_01379,cluster_00002,host_00040
vm_01380,cluster_00003,host_00049
vm_01381,cluster_00019,host_00310
vm_01382,cluster_00012,host_00207
vm_01383,cluster_00004,host_00078
vm_01384,cluster_00014,host_00225
vm_01385,cluster_00010,host_00161
vm_01386,cluster_00017,host_00285
vm_01387,cluster_00009,host_00147
vm_01388,cluster_00016,host_00271
vm_01389,cluster_00009,host_00148
vm_01390,cluster_00009,host_00153
vm_01391,cluster_00007,host_00116
vm_01392,cluster_00015,host_00251
vm_01393,cluster_00018,host_00296
vm_01394,cluster_00007,host_00121
vm_01395,cluster_00005,host_00087
vm_01396,cluster_00015,host_00250
vm_01397,cluster_00006,host_00096
vm_01398,cluster_00000,host_00013
vm_01399,cluster_00004,host_00068
vm_01400,cluster_00004,host_00075
vm_01401,cluster_00005,host_00086
vm_01402,cluster_00018,host_00301
vm_01403,cluster_00000,host_00015
vm_01404,cluster_00005,host_00091
vm_01405,cluster_00007,host_00120
vm_01406,cluster_00009,host_00151
vm_01407,cluster_00001,host_00023
vm_01408,cluster_00012,host_00195
vm_01409,cluster_00002,host_00046
vm_01410,cluster_00000,host_00005
vm_01411,cluster_00005,host_00083
vm_01412,cluster_00019,host_00310
vm_01413,cluster_00015,host_00253
vm_01414,cluster_00005,host_00091
vm_01415,cluster_00002,host_00044
vm_01416,cluster_00011,host_00182
vm_01417,cluster_00018,host_00296
vm_01418,cluster_00016,host_00257
vm_01419,cluster_00008,host_00131
vm_01420,cluster_00015,host_00254
vm_01421,cluster_00016,host_00259
vm_01422,cluster_00010,host_00170
vm_01423,cluster_00019,host_00313
vm_01424,cluster_00018,host_00293
vm_01425,cluster_00006,host_00096
vm_01426,cluster_00004,host_00067
vm_01427,cluster_00004,host_00079
vm_01428,cluster_00018,host_00303
vm_01429,cluster_00003,host_00048
vm_01430,cluster_00017,host_00282
vm_01431,cluster_00017,host_00274
vm_01432,cluster_00011,host_00182
vm_01433,cluster_00005,host_00081
vm_01434,cluster_00000,host_00009
vm_01435,cluster_00012,host_00207
vm_01436,cluster_00014,host_00227
vm_01437,cluster_00003,host_00049
vm_01438,cluster_00017,host_00274
vm_01439,cluster_00008,host_00130
vm_01440,cluster_00002,host_00042
vm_01441,cluster_00001,host_00026
vm_01442,cluster_00009,host_00155
vm_01443,cluster_00006,host_00099
vm_01444,cluster_00005,host_00084
vm_01445,cluster_00001,host_00026
vm_01446,cluster_00015,host_00243
vm_01447,cluster_00010,host_00167
vm_01448,cluster_00013,host_00218
vm_01449,cluster_00017,host_00275
vm_01450,cluster_00013,host_00209
vm_01451,cluster_00000,host_00005
vm_01452,cluster_00008,host_00131
vm_01453,cluster_00006,host_00111
vm_01454,cluster_00006,host_00102
vm_01455,cluster_00018,host_00293
vm_01456,cluster_00003,host_00050
vm_01457,cluster_00006,host_00097
vm_01458,cluster_00003,host_00050
vm_01459,cluster_00003,host_00055
vm_01460,cluster_00009,host_00149
vm_01461,cluster_00011,host_00182
vm_01462,cluster_00018,host_00291
vm_01463,cluster_00008,host_00141
vm_01464,cluster_00004,host_00072
vm_01465,cluster_00016,host_00258
vm_01466,cluster_00006,host_00106
vm_01467,cluster_00000,host_00000
vm_01468,cluster_00006,host_00106
vm_01469,cluster_00010,host_00162
vm_01470,cluster_00003,host_00052
vm_01471,cluster_00018,host_00289
vm_01472,cluster_00013,host_00217
vm_01473,cluster_00012,host_00192
vm_01474,cluster_00008,host_00132
vm_01475,cluster_00000,host_00003
vm_01476,cluster_00018,host_00297
vm_01477,cluster_00015,host_00248
vm_01478,cluster_00012,host_00199
vm_01479,cluster_00015,host_00247
vm_01480,cluster_00014,host_00234
vm_01481,cluster_00008,host_00130
vm_01482,cluster_00016,host_00267
vm_01483,cluster_00016,host_00257
vm_01484,cluster_00002,host_00045
vm_01485,cluster_00018,host_00290
vm_01486,cluster_00016,host_00263
vm_01487,cluster_00006,host_00102
vm_01488,cluster_00015,host_00245
vm_01489,cluster_00013,host_00220
vm_01490,cluster_00005,host_00094
vm_01491,cluster_00016,host_00271
vm_01492,cluster_00017,host_00283
vm_01493,cluster_00017,host_00287
vm_01494,cluster_00007,host_00120
vm_01495,cluster_00003,host_00052
vm_01496,cluster_00003,host_00059
vm_01497,cluster_00018,host_00299
vm_01498,cluster_00007,host_00119
vm_01499,cluster_00010,host_00161
vm_01500,cluster_00008,host_00139
vm_01501,cluster_00002,host_00046
vm_01502,cluster_00008,host_00141
vm_01503,cluster_00014,host_00228
vm_01504,cluster_00007,host_00127
vm_01505,cluster_00005,host_00080
vm_01506,cluster_00010,host_00161
vm_01507,cluster_00000,host_00006
vm_01508,cluster_00014,host_00230
vm_01509,cluster_00003,host_00049
vm_01510,cluster_00017,host_00287
vm_01511,cluster_00001,host_00030
vm_01512,cluster_00001,host_00024
vm_01513,cluster_00009,host_00148
vm_01514,cluster_00009,host_00148
vm_01515,cluster_00009,host_00159
vm_01516,cluster_00016,host_00266
vm_01517,cluster_00011,host_00179
vm_01518,cluster_00017,host_00284
vm_01519,cluster_00008,host_00137
vm_01520,cluster_00015,host_00254
vm_01521,cluster_00014,host_00229
vm_01522,cluster_00013,host_00220
vm_01523,cluster_00007,host_00120
vm_01524,cluster_00017,host_00283
vm_01525,cluster_00013,host_00219
vm_01526,cluster_00017,host_00276
vm_01527,cluster_00015,host_00247
vm_01528,cluster_00000,host_00014
vm_01529,cluster_00008,host_00135
vm_01530,cluster_00001,host_00020
vm_01531,cluster_00006,host_00101
vm_01532,cluster_00009,host_00156
vm_01533,cluster_00008,host_00139
vm_01534,cluster_00017,host_00276
vm_01535,cluster_00019,host_00315
vm_01536,cluster_00004,host_00065
vm_01537,cluster_00015,host_00252
vm_01538,cluster_00014,host_00224
vm_01539,cluster_00008,host_00138
vm_01540,cluster_00012,host_00206
vm_01541,cluster_00009,host_00154
vm_01542,cluster_00005,host_00085
vm_01543,cluster_00007,host_00117
vm_01544,cluster_00005,host_00092
vm_01545,cluster_00002,host_00037
vm_01546,cluster_00005,host_00081
vm_01547,cluster_00009,host_00149
vm_01548,cluster_00007,host_00127
vm_01549,cluster_00008,host_00141
vm_01550,cluster_00007,host_00119
vm_01551,cluster_00016,host_00271
